瘤痢,瘤痢疙,老矫,扁柯(∑C),碍荐樊(mm),浅加(m/s),浅氢(16规困),嚼档(%),泅瘤扁拘(hPa),老炼(hr),老荤(MJ/m2),利汲(cm),傈款樊(10盒困),瘤搁柯档(∑C)
185,绊魂,2021-06-05 22:00,19.3,,6.6,160,100,998.1,,,,2,22.5
185,绊魂,2021-06-05 23:00,19.1,,6.5,160,100,998.4,,,,5,21.8
185,绊魂,2021-06-06 0:00,19,,6.5,160,100,998.1,,,,5,21.4
185,绊魂,2021-06-06 1:00,18.8,,6.8,160,100,998.2,,,,7,20.8
185,绊魂,2021-06-06 2:00,18.6,,5.7,160,100,998.2,,,,0,20.2
185,绊魂,2021-06-06 3:00,18.5,,5.6,160,100,998.1,,,,0,19.7
185,绊魂,2021-06-06 4:00,18.5,,5.5,160,100,998.3,,,,0,19.3
185,绊魂,2021-06-06 5:00,18.4,,5.4,160,100,998.4,,,,0,19
185,绊魂,2021-06-06 6:00,17.6,,4.7,140,100,998.9,0,0.03,,0,18.8
185,绊魂,2021-06-06 7:00,19.1,,4.9,140,100,999.4,1,0.4,,1,19.2
185,绊魂,2021-06-06 8:00,20.3,,5.3,160,95,1000.1,1,1.02,,0,21
185,绊魂,2021-06-06 9:00,21.1,,5.1,160,95,1000.5,1,1.69,,4,24.4
185,绊魂,2021-06-06 10:00,21.5,,6.4,160,93,1000.2,1,2.19,,6,27.9
185,绊魂,2021-06-06 11:00,21.6,,6.4,160,91,1000.3,1,2.77,,1,31.1
185,绊魂,2021-06-06 12:00,23,,5.9,160,78,1000.4,1,3.17,,0,34.4
185,绊魂,2021-06-06 13:00,23,,6.5,140,72,1000.3,1,3.26,,1,36.2
185,绊魂,2021-06-06 14:00,23.1,,6.9,160,74,1000.1,1,3.17,,1,36.9
185,绊魂,2021-06-06 15:00,22.7,,6.8,140,83,1000.2,1,2.92,,0,36.9
185,绊魂,2021-06-06 16:00,23.1,,7.2,140,62,1000,1,2.37,,4,35.7
185,绊魂,2021-06-06 17:00,23.7,,6.6,140,46,999.3,1,1.64,,5,33.6
185,绊魂,2021-06-06 18:00,22,,7.6,140,62,1000.5,1,1.17,,1,31.1
185,绊魂,2021-06-06 19:00,20.8,,4.5,140,80,1001.8,1,0.47,,3,28
185,绊魂,2021-06-06 20:00,19.7,,4.1,140,94,1002.4,0.2,0.03,,3,25.3
185,绊魂,2021-06-06 21:00,18.9,,4.1,140,99,1002.9,,,,4,23.6
185,绊魂,2021-06-06 22:00,18.5,,4,140,100,1003.7,,,,3,22.3
185,绊魂,2021-06-06 23:00,18.5,,4.6,140,100,1004.1,,,,0,21.4
185,绊魂,2021-06-07 0:00,18.6,,4.9,140,100,1004.1,,,,0,20.8
185,绊魂,2021-06-07 1:00,18.5,,4.4,140,100,1003.9,,,,0,20.4
185,绊魂,2021-06-07 2:00,18.1,,4.6,140,100,1004.2,,,,0,20
185,绊魂,2021-06-07 3:00,17.8,,4.4,140,100,1004.1,,,,0,19.5
185,绊魂,2021-06-07 4:00,17.7,,4.2,140,100,1004.5,,,,5,19.1
185,绊魂,2021-06-07 5:00,17.7,,4.5,140,100,1004.6,,,,0,18.9
185,绊魂,2021-06-07 6:00,17.5,,3.8,110,100,1005.2,0,0.04,,0,18.7
185,绊魂,2021-06-07 7:00,20,,3.8,140,100,1005.5,1,0.4,,1,19.5
185,绊魂,2021-06-07 8:00,21.1,,5.4,140,100,1005.8,0.5,0.79,,0,21.8
185,绊魂,2021-06-07 9:00,21.9,,6.2,140,96,1006.1,0.8,1.42,,0,24.8
185,绊魂,2021-06-07 10:00,23.3,,5.8,140,89,1006.4,1,2.02,,0,27.9
185,绊魂,2021-06-07 11:00,23.8,,5.4,160,83,1006.9,1,2.73,,0,32.2
185,绊魂,2021-06-07 12:00,24.2,,5.3,160,81,1006.8,1,3.16,,0,35.4
185,绊魂,2021-06-07 13:00,24.3,,5.1,160,82,1006.9,1,3.26,,6,37.9
185,绊魂,2021-06-07 14:00,23.9,,6.1,160,87,1006.5,1,3.16,,3,38.6
185,绊魂,2021-06-07 15:00,23.8,,5.4,160,91,1006.1,1,2.92,,0,38.6
185,绊魂,2021-06-07 16:00,23.5,,5.4,160,91,1005.7,1,2.33,,6,37.6
185,绊魂,2021-06-07 17:00,23.4,,6.3,160,91,1005.5,1,1.79,,5,35.4
185,绊魂,2021-06-07 18:00,23.4,,5.9,140,82,1005.5,1,1.15,,5,32.9
185,绊魂,2021-06-07 19:00,22,,5.2,140,98,1005.6,0.3,0.29,,6,29.5
185,绊魂,2021-06-07 20:00,21.2,,4.3,110,100,1006.2,0,0.04,,6,27.1
185,绊魂,2021-06-07 21:00,20.9,,3.8,110,100,1006.9,,,,7,25.5
185,绊魂,2021-06-07 22:00,20.7,,3.3,110,100,1007.3,,,,9,24.4
185,绊魂,2021-06-07 23:00,20.6,,4.3,140,100,1007.1,,,,7,23.6
185,绊魂,2021-06-08 0:00,20.4,,5.1,140,100,1007,,,,3,23
185,绊魂,2021-06-08 1:00,20.8,,6.8,140,100,1006.9,,,,7,22.8
185,绊魂,2021-06-08 2:00,21,,5.6,140,100,1006.6,,,,8,22.5
185,绊魂,2021-06-08 3:00,21.4,,6,140,100,1006,,,,8,22.3
185,绊魂,2021-06-08 4:00,21.3,,5.3,140,100,1006,,,,8,22
185,绊魂,2021-06-08 5:00,21.6,,3.7,110,100,1006,,,,8,21.8
185,绊魂,2021-06-08 6:00,20.9,,3.9,140,100,1005.9,0,0.02,,5,21.4
185,绊魂,2021-06-08 7:00,22.5,,3.4,110,98,1006.1,1,0.37,,4,21.9
185,绊魂,2021-06-08 8:00,25.3,,3.4,140,83,1006.5,1,1.01,,0,23.9
185,绊魂,2021-06-08 9:00,26.5,,4.1,140,77,1006.9,1,1.71,,6,27.7
185,绊魂,2021-06-08 10:00,26.8,,5.8,110,71,1007.3,1,2.2,,4,30.9
185,绊魂,2021-06-08 11:00,28.2,,5.5,110,71,1007.2,1,2.81,,3,34.5
185,绊魂,2021-06-08 12:00,28.3,,5.4,110,73,1006.7,1,3.07,,3,37.4
185,绊魂,2021-06-08 13:00,28.2,,5.4,140,76,1006.6,1,3.26,,2,39.6
185,绊魂,2021-06-08 14:00,28.4,,5.4,140,79,1006.1,1,2.79,,7,39.5
185,绊魂,2021-06-08 15:00,27.5,,6.1,140,88,1006.1,1,2.3,,9,38.5
185,绊魂,2021-06-08 16:00,25.5,,5.2,110,98,1005.9,0.1,1.06,,10,35.3
185,绊魂,2021-06-08 17:00,25.5,0,4.4,140,93,1005.3,0.4,0.88,,9,33.4
185,绊魂,2021-06-08 18:00,24.9,,6.1,140,98,1005.4,0.7,0.88,,10,32.4
185,绊魂,2021-06-08 19:00,23.8,,5.8,110,100,1005.5,0,0.25,,8,30.3
185,绊魂,2021-06-08 20:00,23.3,,5.7,110,100,1005.9,0,0.06,,8,28.3
185,绊魂,2021-06-08 21:00,22.9,,5.5,110,100,1006.3,,,,9,27.2
185,绊魂,2021-06-08 22:00,23,,4.8,110,100,1006.1,,,,7,26.5
185,绊魂,2021-06-08 23:00,22.8,,4.6,110,100,1005.9,,,,5,25.7
185,绊魂,2021-06-09 0:00,22.2,,4.3,110,100,1005.5,,,,2,25
185,绊魂,2021-06-09 1:00,22.7,,6.2,110,100,1005.6,,,,7,24.6
185,绊魂,2021-06-09 2:00,22.8,,5.2,110,100,1005.4,,,,7,24.5
185,绊魂,2021-06-09 3:00,22.9,,4.2,110,100,1005.5,,,,6,24.1
185,绊魂,2021-06-09 4:00,22.6,,7.4,140,100,1004.8,,,,2,23.7
185,绊魂,2021-06-09 5:00,22.6,,6,110,100,1005.2,,,,2,23.4
185,绊魂,2021-06-09 6:00,23.4,,5.4,140,100,1005.7,0,0,,6,23.5
185,绊魂,2021-06-09 7:00,24,,4.8,140,100,1006,0.1,0.14,,5,24.4
185,绊魂,2021-06-09 8:00,25.2,,4.7,110,98,1006.4,0,0.38,,6,25.6
185,绊魂,2021-06-09 9:00,26.8,,5.9,140,91,1006.5,0.9,1.66,,6,29.3
185,绊魂,2021-06-09 10:00,27,,5.2,140,90,1006.7,1,1.99,,6,32
185,绊魂,2021-06-09 11:00,28.1,,5,140,86,1006.8,1,2.8,,6,36
185,绊魂,2021-06-09 12:00,28.2,,5.5,140,87,1006.7,0.9,2.55,,7,36.9
185,绊魂,2021-06-09 13:00,28.6,,5.2,140,81,1006.3,1,2.92,,7,39.3
185,绊魂,2021-06-09 14:00,29.4,,4.6,140,78,1005.7,0.6,2.31,,8,38.8
185,绊魂,2021-06-09 15:00,29.1,,4.1,140,77,1005.3,1,2.33,,8,39.4
185,绊魂,2021-06-09 16:00,27.7,,5.5,140,83,1005.3,1,2.28,,4,39.4
185,绊魂,2021-06-09 17:00,27,,5.6,140,85,1005.4,1,1.82,,6,38
185,绊魂,2021-06-09 18:00,25.6,,4.6,110,88,1005.1,0.9,1.14,,6,35.9
185,绊魂,2021-06-09 19:00,24,,4.8,110,92,1005.5,0,0.24,,9,32.4
185,绊魂,2021-06-09 20:00,23.5,,4.4,110,91,1005.5,0,0.03,,8,29.8
185,绊魂,2021-06-09 21:00,23.1,,3.2,110,93,1006.2,,,,8,28.1
185,绊魂,2021-06-09 22:00,23.1,,4.4,140,94,1006.5,,,,8,27.1
185,绊魂,2021-06-09 23:00,23,,5.2,110,88,1006.2,,,,7,26.2
185,绊魂,2021-06-10 0:00,23,,5.7,110,85,1005.7,,,,8,25.6
185,绊魂,2021-06-10 1:00,22.7,,5.7,110,85,1005.6,,,,6,24.9
185,绊魂,2021-06-10 2:00,22.5,,5.9,110,91,1004.9,,,,2,24.5
185,绊魂,2021-06-10 3:00,22.8,,6.2,140,89,1004.5,,,,3,24
185,绊魂,2021-06-10 4:00,22.8,,6.3,110,90,1003.9,,,,4,23.8
185,绊魂,2021-06-10 5:00,22.9,,6.8,110,93,1003.6,,,,5,23.6
185,绊魂,2021-06-10 6:00,23.1,,6.8,140,97,1003.7,0.1,0.06,,7,23.6
185,绊魂,2021-06-10 7:00,23.9,,8.2,140,94,1003.4,1,0.52,,7,24.3
185,绊魂,2021-06-10 8:00,23.6,,7.7,140,99,1003.7,0.3,0.63,,10,25.3
185,绊魂,2021-06-10 9:00,24.1,,8.2,140,99,1004,0,0.56,,10,25.9
185,绊魂,2021-06-10 10:00,25.1,,8.2,140,96,1003.9,0.1,1.09,,9,27.8
185,绊魂,2021-06-10 11:00,25,,8.3,110,97,1003.9,0,1.11,,10,28.5
185,绊魂,2021-06-10 12:00,25.2,,9.4,140,94,1004,0.1,1.54,,10,29.9
185,绊魂,2021-06-10 13:00,24.9,,8.8,140,97,1003.1,0,1.21,,10,29.9
185,绊魂,2021-06-10 14:00,24,,8.9,140,100,1002.9,0,0.72,,10,28.8
185,绊魂,2021-06-10 15:00,23.3,0.1,8.7,110,100,1002.3,0,0.53,,10,27.5
185,绊魂,2021-06-10 16:00,23,0.2,8.8,140,100,1001.8,0,0.55,,10,26.6
185,绊魂,2021-06-10 17:00,22.5,0.6,9.5,140,100,1001.7,0,0.16,,10,25.6
185,绊魂,2021-06-10 18:00,22.2,1.4,10.1,140,100,1001.5,0,0.07,,10,24.7
185,绊魂,2021-06-10 19:00,22.1,2.8,9.6,140,100,1001.3,0,0,,10,23.9
185,绊魂,2021-06-10 20:00,22.1,0.8,10.3,140,100,1000.7,0,0,,10,23.6
185,绊魂,2021-06-10 21:00,22.2,0.4,10.5,140,100,1001.3,,,,10,23.4
185,绊魂,2021-06-10 22:00,21.9,1.5,10.1,140,100,1001.7,,,,10,23.1
185,绊魂,2021-06-10 23:00,21.9,1.5,10.5,140,100,1001.5,,,,10,23
185,绊魂,2021-06-11 0:00,21.5,9.8,11.1,140,100,1001.3,,,,10,22.6
185,绊魂,2021-06-11 1:00,18.3,17,10.9,320,100,1002,,,,10,21
185,绊魂,2021-06-11 2:00,18.1,7.9,7.6,340,100,1002.3,,,,10,20.2
185,绊魂,2021-06-11 3:00,18.1,3.8,5.5,70,100,1001.2,,,,10,19.8
185,绊魂,2021-06-11 4:00,19.6,3.3,3.7,90,100,1000.6,,,,10,20
185,绊魂,2021-06-11 5:00,21,3.5,3.6,140,100,1000.7,,,,10,20.6
185,绊魂,2021-06-11 6:00,21.1,2.4,3.2,110,100,1000.9,0,0,,10,21
185,绊魂,2021-06-11 7:00,21.2,13,2.9,110,100,1000.6,0,0,,10,21.3
185,绊魂,2021-06-11 8:00,22,8.7,4.2,110,100,1000.2,0,0.03,,10,21.7
185,绊魂,2021-06-11 9:00,22.4,5.6,5.5,140,100,1000.6,0,0.06,,10,22.2
185,绊魂,2021-06-11 10:00,22.3,22,4.6,140,100,1001.3,0,0.09,,10,22.7
185,绊魂,2021-06-11 11:00,23.3,6.9,2.2,140,100,1001.5,0,0.49,,10,24.5
185,绊魂,2021-06-11 12:00,23,3.9,1.5,110,100,1001.6,0,0.5,,10,25
185,绊魂,2021-06-11 13:00,23.3,0.2,4.7,140,100,1001.1,0,0.78,,10,25.8
185,绊魂,2021-06-11 14:00,23.7,0.3,4.2,110,100,1001,0.1,1.27,,10,27.3
185,绊魂,2021-06-11 15:00,23.8,0.5,4.5,90,100,1000.6,0,0.57,,10,26.4
185,绊魂,2021-06-11 16:00,23.1,0.5,5.1,70,100,1000.5,0,0.44,,8,25.8
185,绊魂,2021-06-11 17:00,23.5,0.8,4.3,110,100,1000.4,0,0.28,,8,25.3
185,绊魂,2021-06-11 18:00,22.3,,4.3,50,100,1000.4,0,0.47,,2,25.7
185,绊魂,2021-06-11 19:00,22.1,,3.6,70,100,1000.9,0.4,0.36,,0,24.6
185,绊魂,2021-06-11 20:00,21.7,,2.6,50,100,1001.2,0.1,0.04,,7,23.4
185,绊魂,2021-06-11 21:00,21.2,,1.4,360,100,1001.8,,,,5,23.2
185,绊魂,2021-06-11 22:00,20.7,,2.5,340,100,1002.5,,,,3,22.7
185,绊魂,2021-06-11 23:00,20.4,,4.4,340,100,1002.8,,,,5,22.3
185,绊魂,2021-06-12 0:00,20.3,,3.2,340,100,1002.4,,,,7,22.1
185,绊魂,2021-06-12 1:00,20.3,0.1,3.4,360,100,1002.4,,,,6,21.8
185,绊魂,2021-06-12 2:00,20.2,0.2,4.1,340,100,1002.8,,,,6,21.7
185,绊魂,2021-06-12 3:00,20.4,0.4,5.3,340,100,1002.7,,,,5,21.7
185,绊魂,2021-06-12 4:00,20.5,0.3,4.5,360,100,1003,,,,4,21.6
185,绊魂,2021-06-12 5:00,20.7,0.1,3.2,20,100,1003.2,,,,4,21.6
185,绊魂,2021-06-12 6:00,20.8,,3.2,360,100,1003.4,0,0.02,,7,21.7
185,绊魂,2021-06-12 7:00,20.7,,4.6,360,100,1003.7,0,0.25,,4,22
185,绊魂,2021-06-12 8:00,20.4,,5.5,340,100,1003.8,0,0.55,,5,22.7
185,绊魂,2021-06-12 9:00,21.2,,6,340,100,1004.2,0.6,1.41,,7,24.4
185,绊魂,2021-06-12 10:00,21.3,,3.3,360,100,1004.4,0.3,1.43,,10,25
185,绊魂,2021-06-12 11:00,21.7,,3.7,360,100,1004,0.8,1.97,,9,26.8
185,绊魂,2021-06-12 12:00,22.4,,5.8,340,100,1003.8,1,2.76,,5,30
185,绊魂,2021-06-12 13:00,24.1,,6,340,99,1003.6,1,3.12,,7,32.7
185,绊魂,2021-06-12 14:00,23.6,,4.5,340,98,1003.4,1,3.03,,6,34.5
185,绊魂,2021-06-12 15:00,24.4,,5.6,340,96,1003.1,1,3.04,,5,34.9
185,绊魂,2021-06-12 16:00,23.5,,4.9,340,96,1002.8,1,2.17,,4,33.2
185,绊魂,2021-06-12 17:00,22,,3.4,360,100,1002.3,1,1.91,,1,31.3
185,绊魂,2021-06-12 18:00,21.4,,4.8,340,100,1002.1,1,1.22,,4,28.8
185,绊魂,2021-06-12 19:00,20.6,,3.9,340,100,1002.5,1,0.5,,4,25.9
185,绊魂,2021-06-12 20:00,19.8,,3.9,340,100,1002.8,0.1,0.04,,7,24
185,绊魂,2021-06-12 21:00,20,,3.7,20,100,1002.9,,,,6,22.9
185,绊魂,2021-06-12 22:00,19.2,,3,360,100,1003.4,,,,5,22.3
185,绊魂,2021-06-12 23:00,19.1,,4.9,320,100,1004,,,,6,22.1
185,绊魂,2021-06-13 0:00,18.7,,5,340,100,1003.9,,,,7,21.9
185,绊魂,2021-06-13 1:00,18.7,,3.2,340,100,1003.6,,,,9,21.6
185,绊魂,2021-06-13 2:00,18.6,,3.1,340,100,1003.4,,,,4,21.4
185,绊魂,2021-06-13 3:00,18.6,,3.9,340,100,1003.1,,,,8,21.4
185,绊魂,2021-06-13 4:00,18.5,,4,340,100,1002.6,,,,9,21.2
185,绊魂,2021-06-13 5:00,18.5,,3.9,340,100,1002.7,,,,8,20.8
185,绊魂,2021-06-13 6:00,18.2,,4.4,360,100,1002.6,0,0.01,,7,20.6
185,绊魂,2021-06-13 7:00,18,,4.4,360,100,1002.2,0,0.12,,9,20.6
185,绊魂,2021-06-13 8:00,18,,4.6,360,100,1002.3,0,0.33,,9,20.9
185,绊魂,2021-06-13 9:00,18,,5.2,340,100,1002.6,0,0.49,,10,21.3
185,绊魂,2021-06-13 10:00,19,,5.3,340,100,1002.7,0,0.86,,9,23.2
185,绊魂,2021-06-13 11:00,20.9,,5.9,340,100,1002.1,0.2,1.81,,9,26.3
185,绊魂,2021-06-13 12:00,20.1,,4.9,340,100,1001.5,0.4,2.18,,8,27.8
185,绊魂,2021-06-13 13:00,21.1,,5.4,340,97,1001.1,0.9,2.86,,8,30.4
185,绊魂,2021-06-13 14:00,21.1,,5.8,340,95,1000.2,1,3.28,,4,32.8
185,绊魂,2021-06-13 15:00,21.4,,5.4,340,96,1000.2,1,3.02,,3,32.5
185,绊魂,2021-06-13 16:00,20.3,,5,340,99,999.9,1,2.41,,6,30.3
185,绊魂,2021-06-13 17:00,21.1,,4.7,340,98,999.5,1,1.94,,0,29.2
185,绊魂,2021-06-13 18:00,19.9,,3.8,340,100,999.2,1,1.14,,0,27.2
185,绊魂,2021-06-13 19:00,19.1,,3.7,340,100,999.6,0.9,0.47,,1,25.1
185,绊魂,2021-06-13 20:00,18.9,,3.9,340,100,999.8,0,0.05,,6,23.1
185,绊魂,2021-06-13 21:00,19.1,,2.2,360,100,1000.1,,,,6,22.7
185,绊魂,2021-06-13 22:00,19.2,,1.1,360,100,1000.4,,,,6,22.3
185,绊魂,2021-06-13 23:00,18.9,,0.9,340,100,999.7,,,,8,22.1
185,绊魂,2021-06-14 0:00,18.8,,1.5,20,100,999.3,,,,7,21.7
185,绊魂,2021-06-14 1:00,18.9,,1.2,360,100,999.3,,,,8,21.5
185,绊魂,2021-06-14 2:00,18.8,,1.5,360,100,998.9,,,,7,21
185,绊魂,2021-06-14 3:00,18.5,,1.6,110,100,998.7,,,,3,20.7
185,绊魂,2021-06-14 4:00,18.5,,1.9,110,100,999.3,,,,10,20.9
185,绊魂,2021-06-14 5:00,18.7,,1.4,90,100,998.9,,,,9,20.9
185,绊魂,2021-06-14 6:00,19.1,,1.7,90,100,998.8,0,0.01,,5,20.9
185,绊魂,2021-06-14 7:00,19.7,,2.1,90,100,999.1,0,0.15,,7,21.6
185,绊魂,2021-06-14 8:00,19.9,,2.4,110,100,998.8,0,0.44,,7,22.3
185,绊魂,2021-06-14 9:00,20.3,,2,200,100,999,0.7,1.26,,6,24.7
185,绊魂,2021-06-14 10:00,20.7,,4.2,180,100,999.2,0.3,1.24,,8,25.3
185,绊魂,2021-06-14 11:00,21.4,,5.3,140,99,998.7,0.2,1.38,,8,26.1
185,绊魂,2021-06-14 12:00,22.3,,5,160,95,998.4,0.1,1.25,,8,26.4
185,绊魂,2021-06-14 13:00,23.9,,5.6,160,88,997.6,0.9,3.02,,5,31
185,绊魂,2021-06-14 14:00,22.8,,3.7,340,92,998,1,2.67,,8,31.9
185,绊魂,2021-06-14 15:00,20.9,,2.2,360,98,997.6,0.4,1.49,,7,30
185,绊魂,2021-06-14 16:00,21.9,,2.1,360,95,997.4,0.7,1.6,,8,30.4
185,绊魂,2021-06-14 17:00,22,,2.5,360,95,997.2,0.6,1.2,,7,29.9
185,绊魂,2021-06-14 18:00,21.6,,1.9,360,100,996.8,0.5,0.71,,7,27.5
185,绊魂,2021-06-14 19:00,22.4,,4.2,140,98,996.2,0.4,0.42,,8,26
185,绊魂,2021-06-14 20:00,21.8,,5.3,110,100,995.9,0,0.05,,5,24
185,绊魂,2021-06-14 21:00,21.7,,4,110,100,996.6,,,,7,23
185,绊魂,2021-06-14 22:00,21.6,,4,110,100,997.2,,,,10,22.6
185,绊魂,2021-06-14 23:00,21.8,,4.1,110,99,997.1,,,,9,22.3
185,绊魂,2021-06-15 0:00,22.1,,3.5,110,96,996.6,,,,10,22.4
185,绊魂,2021-06-15 1:00,22.2,,4.3,110,94,996,,,,10,22.1
185,绊魂,2021-06-15 2:00,22,,3.9,110,95,995.4,,,,10,21.7
185,绊魂,2021-06-15 3:00,22.2,,5.7,110,95,994.5,,,,10,21.7
185,绊魂,2021-06-15 4:00,21.9,,4.6,110,98,994.7,,,,10,21.5
185,绊魂,2021-06-15 5:00,22.2,,5,110,98,994.2,,,,10,21.7
185,绊魂,2021-06-15 6:00,22.2,,4.9,110,98,993.8,0,0.02,,10,21.7
185,绊魂,2021-06-15 7:00,22.9,,5.6,110,99,994,0,0.19,,10,22.3
185,绊魂,2021-06-15 8:00,22.8,0,5.2,110,100,994.2,0,0.21,,10,22.8
185,绊魂,2021-06-15 9:00,22.8,0.1,6.1,110,100,993.9,0,0.25,,10,23
185,绊魂,2021-06-15 10:00,23,0.6,6.1,110,100,993.3,0,0.41,,10,23.9
185,绊魂,2021-06-15 11:00,22.8,1.8,5.1,110,100,993.3,0,0.39,,10,24.1
185,绊魂,2021-06-15 12:00,21.8,1.7,4.5,110,100,992.7,0,0.39,,10,24.1
185,绊魂,2021-06-15 13:00,22.1,2.3,6,110,100,992.7,0,0.23,,10,23.6
185,绊魂,2021-06-15 14:00,21.6,7.5,6.4,110,100,991.4,0,0.21,,10,23.3
185,绊魂,2021-06-15 15:00,22.2,2.5,6.3,110,100,990.6,0,0.25,,10,23.3
185,绊魂,2021-06-15 16:00,22.8,5.7,6.9,110,100,989.6,0,0.1,,10,23.2
185,绊魂,2021-06-15 17:00,22.6,20.9,9.2,110,100,988.1,0,0.11,,10,23.2
185,绊魂,2021-06-15 18:00,22.8,2.6,7.7,110,100,988.2,0,0.11,,10,23.2
185,绊魂,2021-06-15 19:00,23.1,0.1,5.2,140,100,988.6,0,0.12,,10,23.3
185,绊魂,2021-06-15 20:00,23.2,0.1,4,110,100,989.3,0,0.02,,10,23.2
185,绊魂,2021-06-15 21:00,23,0.1,3,110,100,989.2,,,,10,23.1
185,绊魂,2021-06-15 22:00,23.3,,1.1,50,100,989.4,,,,6,23.2
185,绊魂,2021-06-15 23:00,23.5,,1.3,50,100,989.5,,,,8,23.1
185,绊魂,2021-06-16 0:00,22.8,,3,50,100,989.1,,,,5,22.9
185,绊魂,2021-06-16 1:00,21.9,,2.3,360,100,988.7,,,,8,22.9
185,绊魂,2021-06-16 2:00,22.2,,3.5,90,100,988.3,,,,7,22.6
185,绊魂,2021-06-16 3:00,22.1,,2,20,100,988.4,,,,4,22.5
185,绊魂,2021-06-16 4:00,21.9,,3.3,360,100,988.1,,,,3,22.1
185,绊魂,2021-06-16 5:00,21.3,,4.5,50,100,988.8,,,,3,21.7
185,绊魂,2021-06-16 6:00,21.4,,4,50,100,989.3,0.3,0.03,,3,21.4
185,绊魂,2021-06-16 7:00,22.1,,5.2,70,100,989.6,0.9,0.38,,3,21.4
185,绊魂,2021-06-16 8:00,23.4,,5.4,70,97,990.8,1,0.97,,3,22.5
185,绊魂,2021-06-16 9:00,24.9,,5.1,70,89,991.2,1,1.63,,3,24.6
185,绊魂,2021-06-16 10:00,23.9,,4.1,270,93,992.1,0.8,1.89,,3,27.3
185,绊魂,2021-06-16 11:00,26.5,,3.8,70,87,991.6,0.5,1.87,,4,28.6
185,绊魂,2021-06-16 12:00,25.6,,6.5,320,92,992.4,0.9,2.9,,5,31
185,绊魂,2021-06-16 13:00,25.2,,4.6,20,87,992.4,1,3.29,,,32.5
185,绊魂,2021-06-16 14:00,23.4,,5.2,230,97,992.8,0.7,2.42,,5,30
185,绊魂,2021-06-16 15:00,23,,4.3,20,93,993.2,0.1,0.58,,5,27.3
185,绊魂,2021-06-16 16:00,25.5,,6.5,70,81,992.9,0.8,2.39,,5,29.8
185,绊魂,2021-06-16 17:00,22.5,,6.3,50,94,993.8,0.4,0.75,,9,26.7
185,绊魂,2021-06-16 18:00,23.6,,6.9,70,87,993.9,0.8,1.1,,4,26.2
185,绊魂,2021-06-16 19:00,22.3,,5.4,50,90,995.1,0.6,0.37,,5,24.4
185,绊魂,2021-06-16 20:00,22.1,,7.8,70,88,995.7,0.4,0.06,,3,22.5
185,绊魂,2021-06-16 21:00,21.6,,9.6,50,93,995.5,,,,3,21.6
185,绊魂,2021-06-16 22:00,21.5,,6,70,92,996.6,,,,4,21.2
185,绊魂,2021-06-16 23:00,22.5,,6.7,70,86,996.8,,,,3,20.9
185,绊魂,2021-06-17 0:00,21.5,,3.7,20,90,996.3,,,,3,20.7
185,绊魂,2021-06-17 1:00,21.3,,4.7,180,99,996.7,,,,6,20.6
185,绊魂,2021-06-17 2:00,21,,8,320,97,996.4,,,,4,20.4
185,绊魂,2021-06-17 3:00,21.4,,4.8,230,96,996.5,,,,5,20.2
185,绊魂,2021-06-17 4:00,21.4,,3.6,250,95,996.6,,,,6,20.1
185,绊魂,2021-06-17 5:00,20.6,,4.4,320,100,996.8,,,,4,20.4
185,绊魂,2021-06-17 6:00,20,,3,90,100,997.2,0,0.02,,8,20.5
185,绊魂,2021-06-17 7:00,21.3,,1.5,110,100,997.1,0,0.21,,9,21.4
185,绊魂,2021-06-17 8:00,23.4,,3.6,340,93,997.6,0.8,0.93,,7,23.1
185,绊魂,2021-06-17 9:00,23.5,,2.2,320,87,997.6,0.2,1.1,,9,25.2
185,绊魂,2021-06-17 10:00,22.7,,3.8,270,99,997.9,0,0.83,,9,25
185,绊魂,2021-06-17 11:00,23,,5.3,320,93,998.1,0,1,,9,26.2
185,绊魂,2021-06-17 12:00,24,,4,340,91,998,0,1.41,,10,27.6
185,绊魂,2021-06-17 13:00,23.8,,2.4,290,85,997.5,0,1.85,,10,29.3
185,绊魂,2021-06-17 14:00,24.7,,3.6,340,87,997.3,0.1,1.53,,9,29.5
185,绊魂,2021-06-17 15:00,24.6,,2.8,340,85,996.5,1,2.72,,8,32.1
185,绊魂,2021-06-17 16:00,23.5,,3.8,340,93,996.8,0.3,1.58,,8,30.5
185,绊魂,2021-06-17 17:00,22.8,,2.5,340,97,996.8,0,0.82,,10,28.6
185,绊魂,2021-06-17 18:00,22.8,,1.7,320,98,996.9,0,0.52,,,27.5
185,绊魂,2021-06-17 19:00,22.2,,1.9,230,99,996.9,0.1,0.28,,9,26.1
185,绊魂,2021-06-17 20:00,21.4,,2.3,270,100,997.2,0,0.03,,5,24.6
185,绊魂,2021-06-17 21:00,21.6,,1.7,110,100,997.5,,,,9,23.9
185,绊魂,2021-06-17 22:00,21.6,,2.6,110,100,997.6,,,,9,23.3
185,绊魂,2021-06-17 23:00,21.8,,4.3,110,100,997.2,,,,8,22.8
185,绊魂,2021-06-18 0:00,21.6,,2.9,110,100,996.7,,,,7,22.6
185,绊魂,2021-06-18 1:00,21.7,,0.7,140,100,996.5,,,,9,22.6
185,绊魂,2021-06-18 2:00,20.9,,3.1,50,100,996.1,,,,10,22.5
185,绊魂,2021-06-18 3:00,20.9,,2,90,100,995.2,,,,8,22.3
