지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),현지기압(hPa),일조(hr),일사(MJ/m2),적설(cm),전운량(10분위),지면온도(°C)
168,여수,2022-01-01 1:00,-2.6,,6.5,320,42,1022.7,,,,9,-3
168,여수,2022-01-01 2:00,-2.7,,7.2,320,38,1022.6,,,,9,-2.8
168,여수,2022-01-01 3:00,-2.6,,6.2,320,37,1022.1,,,,9,-2.7
168,여수,2022-01-01 4:00,-2.8,,0.6,340,39,1021.6,,,,8,-3
168,여수,2022-01-01 5:00,-3.1,,0.7,290,41,1021.3,,,,5,-4.1
168,여수,2022-01-01 6:00,-3.1,,1.2,20,38,1021.7,,,,0,-4.2
168,여수,2022-01-01 7:00,-3.2,,1.2,340,38,1022,,,,3,-4.5
168,여수,2022-01-01 8:00,-3.2,,1.6,20,41,1022.2,0,0,,2,-4
168,여수,2022-01-01 9:00,-2,,1.9,50,47,1022.4,0.7,0.17,,0,3
168,여수,2022-01-01 10:00,0.5,,1.7,200,40,1023.6,1,0.95,,2,11.3
168,여수,2022-01-01 11:00,1.4,,1.4,90,44,1023.2,1,1.63,,3,16.2
168,여수,2022-01-01 12:00,3,,0.9,230,42,1022.2,1,2.07,,0,22.7
168,여수,2022-01-01 13:00,4.5,,1.7,200,36,1021.2,1,2.25,,1,23.2
168,여수,2022-01-01 14:00,5.2,,1.5,110,34,1020.2,1,2.15,,2,21.1
168,여수,2022-01-01 15:00,5.7,,2.2,180,20,1019.8,1,1.77,,0,16.4
168,여수,2022-01-01 16:00,5.8,,1.8,200,28,1019.7,1,1.11,,0,8.5
168,여수,2022-01-01 17:00,4.7,,1.6,110,47,1019.6,1,0.24,,2,3.7
168,여수,2022-01-01 18:00,3.5,,0.2,0,52,1019.9,0,0,,3,0.2
168,여수,2022-01-01 19:00,2.5,,1,200,46,1020,,,,4,-1
168,여수,2022-01-01 20:00,1.9,,0.6,270,42,1019.9,,,,5,-1.9
168,여수,2022-01-01 21:00,1.8,,0.6,250,42,1019.8,,,,5,-1.8
168,여수,2022-01-01 22:00,1.7,,0.9,270,49,1019.7,,,,7,-2.4
168,여수,2022-01-01 23:00,1.6,,0.9,270,47,1019.7,,,,5,-2.5
168,여수,2022-01-02 0:00,1.6,,1,290,52,1019.5,,,,8,-1.7
168,여수,2022-01-02 1:00,1.7,,1.2,340,51,1019,,,,7,-0.9
168,여수,2022-01-02 2:00,1.7,,1.3,290,46,1018.7,,,,4,-2.2
168,여수,2022-01-02 3:00,0.9,,1.2,250,53,1018.5,,,,0,-2.6
168,여수,2022-01-02 4:00,0.7,,3.5,270,51,1017.9,,,,0,-2.3
168,여수,2022-01-02 5:00,0.2,,3,270,48,1017.6,,,,0,-2.5
168,여수,2022-01-02 6:00,0.2,,1.2,270,40,1017.9,,,,0,-3.1
168,여수,2022-01-02 7:00,-0.1,,3.1,230,48,1018,,,,0,-2.7
168,여수,2022-01-02 8:00,-0.1,,2.7,270,40,1018.6,0,0,,0,-2.2
168,여수,2022-01-02 9:00,1.3,,1.7,270,38,1018.7,0.7,0.15,,0,4.1
168,여수,2022-01-02 10:00,4.2,,3.4,270,30,1019.2,1,0.89,,0,13
168,여수,2022-01-02 11:00,6.2,,3,200,42,1019,1,1.59,,0,20
168,여수,2022-01-02 12:00,7.9,,4.4,250,44,1018,1,2.04,,0,22.7
168,여수,2022-01-02 13:00,8.8,,5.7,270,48,1017,1,2.24,,5,21.4
168,여수,2022-01-02 14:00,8.4,,7.1,320,50,1016.5,0.8,1.34,,6,15.6
168,여수,2022-01-02 15:00,7.8,,4.8,360,49,1016.8,1,1.14,,4,13.4
168,여수,2022-01-02 16:00,7.6,,3.1,340,49,1016.7,1,0.79,,0,9.5
168,여수,2022-01-02 17:00,6.5,,6.6,320,51,1017,1,0.16,,0,5
168,여수,2022-01-02 18:00,5.3,,6.8,290,48,1017,0,0,,0,2.9
168,여수,2022-01-02 19:00,4.6,,4.7,290,50,1017.6,,,,0,1.8
168,여수,2022-01-02 20:00,4.1,,6.3,320,49,1018,,,,0,1.7
168,여수,2022-01-02 21:00,3.4,,6.6,320,54,1018.2,,,,0,1.3
168,여수,2022-01-02 22:00,2.8,,6.8,320,58,1018.1,,,,0,0.8
168,여수,2022-01-02 23:00,2.1,,5.7,320,62,1018.2,,,,0,0.1
168,여수,2022-01-03 0:00,1.8,,5,320,62,1018.1,,,,0,-0.2
168,여수,2022-01-03 1:00,1.5,,5.5,320,62,1017.8,,,,5,-0.5
168,여수,2022-01-03 2:00,1.1,,2.5,340,63,1017.8,,,,6,-1.4
168,여수,2022-01-03 3:00,0.7,,2.7,320,63,1017.6,,,,2,-1.5
168,여수,2022-01-03 4:00,0.5,,5.3,290,62,1017.5,,,,4,-1.7
168,여수,2022-01-03 5:00,-0.1,,1.3,270,59,1017.4,,,,2,-2.9
168,여수,2022-01-03 6:00,-0.4,,2.3,230,49,1018.1,,,,2,-3.2
168,여수,2022-01-03 7:00,-0.8,,2,270,47,1018,,,,3,-3.4
168,여수,2022-01-03 8:00,-1.4,,2.3,270,48,1018.1,0,0,,2,-3
168,여수,2022-01-03 9:00,0.8,,3.8,320,34,1018.4,0.6,0.17,,0,3.8
168,여수,2022-01-03 10:00,2.8,,3.5,290,30,1018.6,1,0.99,,0,12.1
168,여수,2022-01-03 11:00,4.8,,2.1,200,34,1018.2,1,1.72,,0,20.2
168,여수,2022-01-03 12:00,6.9,,3.5,290,18,1017,1,2.19,,0,23.6
168,여수,2022-01-03 13:00,8,,4.3,320,15,1015.6,1,2.48,,0,23
168,여수,2022-01-03 14:00,9,,3.8,230,21,1015,1,2.36,,0,23.6
168,여수,2022-01-03 15:00,9.5,,3.9,270,16,1014.6,1,1.92,,0,18.3
168,여수,2022-01-03 16:00,9.1,,4.5,270,22,1014.8,1,1.15,,0,10.4
168,여수,2022-01-03 17:00,7.1,,6.4,320,28,1015.2,1,0.27,,0,5.5
168,여수,2022-01-03 18:00,5.9,,6.8,290,31,1015.7,0,0,,0,3.4
168,여수,2022-01-03 19:00,5.2,,3.8,290,32,1016.6,,,,0,2
168,여수,2022-01-03 20:00,4.2,,2.7,270,35,1016.7,,,,1,0.7
168,여수,2022-01-03 21:00,3.2,,3.3,270,40,1016.8,,,,0,-0.1
168,여수,2022-01-03 22:00,2.6,,3.7,270,44,1016.9,,,,0,-0.3
168,여수,2022-01-03 23:00,2.3,,5.7,290,53,1016.9,,,,0,-0.1
168,여수,2022-01-04 0:00,2.3,,3,320,57,1017.4,,,,0,-0.2
168,여수,2022-01-04 1:00,2.4,,2.3,20,59,1017,,,,0,-0.7
168,여수,2022-01-04 2:00,1.9,,1.3,230,61,1017.3,,,,0,-2
168,여수,2022-01-04 3:00,1.8,,2.4,250,63,1017.5,,,,0,-1.5
168,여수,2022-01-04 4:00,1.4,,2.9,230,67,1017.7,,,,0,-1.6
168,여수,2022-01-04 5:00,2,,2,290,68,1017.8,,,,8,0.8
168,여수,2022-01-04 6:00,2.1,,1.9,200,70,1017.7,,,,4,-0.8
168,여수,2022-01-04 7:00,2,,2,270,71,1017.9,,,,0,-1.4
168,여수,2022-01-04 8:00,2.4,,2.1,270,73,1018.4,0,0,,0,-0.6
168,여수,2022-01-04 9:00,3.5,,1.2,110,66,1018.6,0.6,0.11,,0,4.9
168,여수,2022-01-04 10:00,5.2,,5.2,290,57,1018.9,1,0.73,,0,11.4
168,여수,2022-01-04 11:00,6,,7.6,290,48,1018.6,1,1.49,,0,15
168,여수,2022-01-04 12:00,6.6,,7.9,320,42,1017.6,1,1.98,,0,17.4
168,여수,2022-01-04 13:00,7,,6.4,320,36,1017.2,1,2.16,,0,20
168,여수,2022-01-04 14:00,7.5,,5.4,320,27,1016.8,1,2.12,,0,19.1
168,여수,2022-01-04 15:00,8.2,,6.2,320,19,1016.9,1,1.63,,0,15.9
168,여수,2022-01-04 16:00,8.4,,5,290,20,1017,1,1.13,,0,9.9
168,여수,2022-01-04 17:00,7,,6.4,320,18,1016.8,1,0.41,,4,5.2
168,여수,2022-01-04 18:00,5.9,,4.1,320,21,1016.8,0,0,,3,3
168,여수,2022-01-04 19:00,5.2,,4.9,320,24,1017.1,,,,4,2.6
168,여수,2022-01-04 20:00,4.5,,6.3,320,29,1017.6,,,,7,2.4
168,여수,2022-01-04 21:00,4.1,,5.3,290,30,1018.1,,,,5,2
168,여수,2022-01-04 22:00,3.7,,4.9,320,35,1018.1,,,,9,2.4
168,여수,2022-01-04 23:00,3.5,,2.5,320,39,1018.2,,,,9,1.7
168,여수,2022-01-05 0:00,3,,1.2,340,43,1018.4,,,,5,0.1
168,여수,2022-01-05 1:00,3.2,,1.9,360,39,1018.2,,,,8,0.7
168,여수,2022-01-05 2:00,3,,2.2,50,33,1018.1,,,,6,0
168,여수,2022-01-05 3:00,3.1,,3.4,50,31,1017.9,,,,8,1.1
168,여수,2022-01-05 4:00,3,,4.1,50,33,1017.8,,,,9,1.8
168,여수,2022-01-05 5:00,2.9,,4.8,20,30,1017.6,,,,10,1.7
168,여수,2022-01-05 6:00,3,,5.9,70,32,1017.5,,,,8,1.9
168,여수,2022-01-05 7:00,2.9,,5,50,29,1018.1,,,,10,1.9
168,여수,2022-01-05 8:00,2.8,,5.2,70,33,1018.7,0,0,,10,2.1
168,여수,2022-01-05 9:00,3,,6,50,29,1018.5,0,0,,10,3.2
168,여수,2022-01-05 10:00,3.4,,6.2,50,27,1018.7,0,0.08,,10,5.1
168,여수,2022-01-05 11:00,3.5,,6.4,70,26,1018.6,0,0.29,,10,5.9
168,여수,2022-01-05 12:00,3.9,,5.8,50,28,1017.6,0,0.24,,10,5.8
168,여수,2022-01-05 13:00,4.5,,5.9,70,31,1016.4,0,0.2,,10,7.2
168,여수,2022-01-05 14:00,5.4,,5,70,34,1015.6,0,0.7,,10,9.7
168,여수,2022-01-05 15:00,5.8,0,4.8,70,40,1015.4,0,0.31,,10,8.6
168,여수,2022-01-05 16:00,5.9,,4.1,50,43,1015.7,0,0.12,,10,6.2
168,여수,2022-01-05 17:00,5.9,,4.5,50,39,1016.2,0,0,,10,5.3
168,여수,2022-01-05 18:00,6,0,3.1,20,42,1016.6,0,0,,10,4.8
168,여수,2022-01-05 19:00,6.1,,3.7,20,43,1017.1,,,,10,4.8
168,여수,2022-01-05 20:00,6,,3.5,50,47,1017.2,,,,10,4.7
168,여수,2022-01-05 21:00,5.8,0,2.7,20,59,1017.4,,,,10,3.8
168,여수,2022-01-05 22:00,5.7,,3.2,20,64,1017.5,,,,10,3.5
168,여수,2022-01-05 23:00,5.5,,3.7,20,65,1017.1,,,,10,3.8
168,여수,2022-01-06 0:00,5.5,0,3.3,50,62,1016.3,,,,10,4.2
168,여수,2022-01-06 1:00,5.6,,1.8,360,62,1015.9,,,,10,4.2
168,여수,2022-01-06 2:00,5.5,,2.6,50,65,1015.8,,,,10,4.2
168,여수,2022-01-06 3:00,5.7,0,1.7,70,66,1016,,,,10,4.1
168,여수,2022-01-06 4:00,5.4,,0.9,340,71,1016,,,,10,4
168,여수,2022-01-06 5:00,5.1,,3.8,320,67,1016,,,,10,3.7
168,여수,2022-01-06 6:00,5,0,3.3,320,55,1016.6,,,,10,3.8
168,여수,2022-01-06 7:00,4.2,,2.8,320,46,1017,,,,3,1.1
168,여수,2022-01-06 8:00,3.5,,4.9,320,32,1017.3,0,0,,0,1.3
168,여수,2022-01-06 9:00,4.2,,5.1,340,23,1017.8,0.6,0.18,,0,6.5
168,여수,2022-01-06 10:00,5.5,,4.3,290,22,1018.4,1,0.98,,0,13.7
168,여수,2022-01-06 11:00,6.9,,5.6,290,20,1018.4,1,1.78,,0,18.4
168,여수,2022-01-06 12:00,8.1,,5.3,320,19,1017.6,1,2.29,,0,22.8
168,여수,2022-01-06 13:00,8.5,,6.4,320,18,1016.9,1,2.51,,0,22
168,여수,2022-01-06 14:00,9.2,,5.9,290,18,1016.5,1,2.4,,0,21.5
168,여수,2022-01-06 15:00,8.9,,5.2,340,18,1016.5,1,2,,0,17
168,여수,2022-01-06 16:00,8.4,,4.9,320,18,1016.6,1,1.35,,0,10
168,여수,2022-01-06 17:00,7.6,,6.6,320,20,1017.3,1,0.48,,0,6
168,여수,2022-01-06 18:00,6.2,,5.5,320,21,1017.9,0.5,0.01,,0,3.7
168,여수,2022-01-06 19:00,5.3,,6.3,320,26,1018.4,,,,0,3
168,여수,2022-01-06 20:00,4.5,,7.3,320,30,1019.1,,,,0,2.2
168,여수,2022-01-06 21:00,3.7,,6.4,320,34,1019.7,,,,0,1.3
168,여수,2022-01-06 22:00,3,,4.2,320,40,1020.2,,,,0,0.2
168,여수,2022-01-06 23:00,2.7,,1.1,110,43,1020.3,,,,0,-2.1
168,여수,2022-01-07 0:00,2.6,,2.5,20,33,1020.3,,,,0,-1.4
168,여수,2022-01-07 1:00,2,,1.3,110,31,1020.7,,,,0,-3.3
168,여수,2022-01-07 2:00,2.6,,3.5,50,42,1021.1,,,,0,-0.8
168,여수,2022-01-07 3:00,1.7,,0.7,180,33,1021.3,,,,0,-3.9
168,여수,2022-01-07 4:00,2.1,,2.9,70,33,1020.9,,,,0,-1.5
168,여수,2022-01-07 5:00,0.6,,1.3,270,41,1021.2,,,,0,-3.5
168,여수,2022-01-07 6:00,0.7,,1.5,70,44,1021.2,,,,0,-3
168,여수,2022-01-07 7:00,-0.2,,1.3,270,46,1021.7,,,,0,-3.9
168,여수,2022-01-07 8:00,-0.7,,0.1,0,44,1021.8,0,0,,0,-3.8
168,여수,2022-01-07 9:00,0.4,,0.3,0,41,1022,0.6,0.14,,0,3.7
168,여수,2022-01-07 10:00,3,,1,250,40,1022.2,1,0.9,,0,13.5
168,여수,2022-01-07 11:00,4.2,,1.7,70,47,1021.5,1,1.65,,0,19.5
168,여수,2022-01-07 12:00,6.6,,0.9,160,40,1020.5,1,2.16,,0,25.6
168,여수,2022-01-07 13:00,7.9,,3.3,200,32,1019.6,1,2.41,,0,25.9
168,여수,2022-01-07 14:00,8.5,,3.7,200,37,1019.2,1,2.34,,0,22.8
168,여수,2022-01-07 15:00,9.2,,4.4,200,26,1018.7,1,2,,0,19
168,여수,2022-01-07 16:00,9,,3.3,200,24,1018.4,1,1.27,,0,11
168,여수,2022-01-07 17:00,8.2,,3.8,230,34,1018.5,1,0.34,,0,5.6
168,여수,2022-01-07 18:00,6.6,,2.5,230,43,1018.6,0,0,,1,2.4
168,여수,2022-01-07 19:00,5.5,,2.4,250,47,1018.9,,,,6,0.8
168,여수,2022-01-07 20:00,4.6,,1.4,230,35,1019.1,,,,0,-1
168,여수,2022-01-07 21:00,3.7,,0.9,320,37,1019,,,,0,-1.8
168,여수,2022-01-07 22:00,2.7,,2.1,270,40,1018.9,,,,0,-2
168,여수,2022-01-07 23:00,2.4,,3.1,290,36,1018.7,,,,0,-1.8
168,여수,2022-01-08 0:00,2.4,,0.8,360,33,1018.5,,,,0,-2.9
168,여수,2022-01-08 1:00,2.1,,1.7,290,37,1017.9,,,,0,-2.3
168,여수,2022-01-08 2:00,1.3,,0.6,340,40,1018,,,,0,-3.1
168,여수,2022-01-08 3:00,0.8,,1.4,250,45,1018,,,,0,-3.3
168,여수,2022-01-08 4:00,0.7,,1.4,20,42,1017.4,,,,0,-3.4
168,여수,2022-01-08 5:00,0.7,,1.2,290,38,1016.7,,,,0,-3.3
168,여수,2022-01-08 6:00,0.8,,4.3,320,44,1016.8,,,,0,-1.9
168,여수,2022-01-08 7:00,0.6,,1.6,340,43,1016.9,,,,0,-3
168,여수,2022-01-08 8:00,0.4,,3.7,320,42,1017,0,0,,0,-2
168,여수,2022-01-08 9:00,1.8,,4.3,320,34,1017.3,0.6,0.19,,0,4
168,여수,2022-01-08 10:00,3.8,,3,290,31,1017.2,1,1,,0,12.5
168,여수,2022-01-08 11:00,5.4,,2.9,290,30,1016.7,1,1.78,,0,21
168,여수,2022-01-08 12:00,6.9,,1.6,110,38,1015.5,1,2.24,,0,24.3
168,여수,2022-01-08 13:00,8.4,,3.8,270,24,1014.5,1,2.43,,0,25.9
168,여수,2022-01-08 14:00,8.6,,5.1,270,23,1013.9,1,2.36,,0,22.8
168,여수,2022-01-08 15:00,9.5,,4.1,250,25,1013.5,1,1.99,,0,19.2
168,여수,2022-01-08 16:00,9.5,,2.9,250,26,1013.4,1,1.3,,0,11.5
168,여수,2022-01-08 17:00,8.8,,3.6,270,32,1013.6,1,0.41,,0,6.3
168,여수,2022-01-08 18:00,7.1,,3.8,320,27,1014,0,0,,0,3.7
168,여수,2022-01-08 19:00,6.1,,5,340,31,1014.3,,,,,3.3
168,여수,2022-01-08 20:00,5.3,,9.2,320,44,1014.6,,,,,3.2
168,여수,2022-01-08 21:00,4.5,,9.7,320,52,1014.6,,,,0,2.7
168,여수,2022-01-08 22:00,4.2,,2.9,340,55,1015,,,,1,1.4
168,여수,2022-01-08 23:00,4.2,,4.5,360,56,1014.9,,,,2,1.7
168,여수,2022-01-09 0:00,4.4,,1.9,20,57,1014.8,,,,5,1.1
168,여수,2022-01-09 1:00,4.1,,2.1,50,58,1014.4,,,,6,0.9
168,여수,2022-01-09 2:00,4.1,,2.7,290,58,1014.3,,,,6,0.9
168,여수,2022-01-09 3:00,4.4,,0.9,340,59,1014.3,,,,5,0.4
168,여수,2022-01-09 4:00,3.6,,0.6,230,64,1014.1,,,,4,-0.7
168,여수,2022-01-09 5:00,3,,1.4,250,70,1014,,,,4,-0.7
168,여수,2022-01-09 6:00,2.8,,1.4,360,69,1013.6,,,,5,-0.2
168,여수,2022-01-09 7:00,2.6,,0.4,0,77,1014,,,,7,-1.2
168,여수,2022-01-09 8:00,2.5,,0.7,290,76,1014.1,0,0,,6,0.2
168,여수,2022-01-09 9:00,2.4,,0.3,0,74,1014.3,0,0.03,,5,2.5
168,여수,2022-01-09 10:00,3.8,,0.4,0,70,1014.7,0.6,0.34,,4,9.4
168,여수,2022-01-09 11:00,5.7,,1.8,200,63,1014.6,1,1.1,,5,16.7
168,여수,2022-01-09 12:00,6.6,,2.1,180,60,1013.6,0.8,1.19,,7,16.5
168,여수,2022-01-09 13:00,7.6,,2.6,180,57,1012.8,1,1.76,,8,17
168,여수,2022-01-09 14:00,7.7,,0.9,200,57,1012.2,0.1,0.75,,8,15.8
168,여수,2022-01-09 15:00,8.5,,1.2,160,52,1012,0.4,0.83,,7,16.6
168,여수,2022-01-09 16:00,8.7,,1.5,180,51,1011.9,1,0.9,,3,11.5
168,여수,2022-01-09 17:00,7.9,,1.2,200,54,1012.1,0.5,0.16,,5,7
168,여수,2022-01-09 18:00,6.6,,0.4,0,63,1012.6,0,0,,7,3.4
168,여수,2022-01-09 19:00,5.9,,0.5,270,64,1013.1,,,,6,1.7
168,여수,2022-01-09 20:00,5.3,,0.7,70,66,1013.4,,,,3,0.5
168,여수,2022-01-09 21:00,5.1,,0.4,0,65,1013.9,,,,7,-0.1
168,여수,2022-01-09 22:00,4.2,,1.4,270,67,1014,,,,0,-0.2
168,여수,2022-01-09 23:00,3.8,,0.5,110,73,1013.8,,,,2,-0.9
168,여수,2022-01-10 0:00,3.2,,0.8,290,73,1013.8,,,,0,-1.2
168,여수,2022-01-10 1:00,2.8,,0.3,0,75,1013.7,,,,0,-1.6
168,여수,2022-01-10 2:00,2.5,,0.5,110,75,1013.8,,,,0,-2.1
168,여수,2022-01-10 3:00,2.9,,0.5,270,74,1013.7,,,,0,-1.4
168,여수,2022-01-10 4:00,2.3,,1.2,20,77,1013.4,,,,0,-1.4
168,여수,2022-01-10 5:00,2.2,,0.2,0,80,1013.2,,,,0,-2.1
168,여수,2022-01-10 6:00,1.8,,0.7,290,82,1013.1,,,,0,-1.8
168,여수,2022-01-10 7:00,1.6,,1,90,82,1013.7,,,,3,-2.1
168,여수,2022-01-10 8:00,1.4,,1.6,230,83,1013.9,0,0,,5,-1.1
168,여수,2022-01-10 9:00,2.3,,1.7,50,80,1014.2,0.5,0.15,,4,3.6
168,여수,2022-01-10 10:00,3.6,,0.4,0,74,1014.3,1,0.59,,3,7.8
168,여수,2022-01-10 11:00,5.3,,1.7,70,68,1013.6,1,1.45,,0,13.4
168,여수,2022-01-10 12:00,6.2,,1.8,70,61,1012.5,1,1.99,,0,17.9
168,여수,2022-01-10 13:00,9,,1.7,180,50,1011.2,1,2.22,,0,20.6
168,여수,2022-01-10 14:00,9.9,,1.9,200,45,1010.3,1,2.14,,0,20
168,여수,2022-01-10 15:00,9.8,,4,200,49,1009.7,1,1.78,,0,16.2
168,여수,2022-01-10 16:00,9.2,,4.3,230,55,1009.6,1,1.1,,0,11.2
168,여수,2022-01-10 17:00,7.9,,3.6,230,60,1009.2,1,0.28,,0,7
168,여수,2022-01-10 18:00,6.9,,2.2,230,66,1009.3,0,0,,3,4.7
168,여수,2022-01-10 19:00,6.7,,2.7,230,64,1009,,,,8,4.6
168,여수,2022-01-10 20:00,6.4,,2.1,200,64,1008.9,,,,10,4.5
168,여수,2022-01-10 21:00,5.9,,2.9,230,58,1008.3,,,,9,3.8
168,여수,2022-01-10 22:00,5.6,,6.7,320,46,1008,,,,10,4
168,여수,2022-01-10 23:00,5.4,,7.1,290,42,1008.1,,,,10,3.8
168,여수,2022-01-11 0:00,4.9,,5.7,290,40,1007.5,,,,10,3.5
168,여수,2022-01-11 1:00,4.4,,7.7,320,44,1006.7,,,,10,3.3
168,여수,2022-01-11 2:00,4.2,,7.7,290,44,1006.6,,,,10,3.3
168,여수,2022-01-11 3:00,3.9,,8.7,290,52,1006,,,,10,3.1
168,여수,2022-01-11 4:00,3.5,,9.6,290,61,1005.8,,,,8,2.5
168,여수,2022-01-11 5:00,3.1,,7.4,290,64,1006.2,,,,8,2.3
168,여수,2022-01-11 6:00,2.7,,5.6,290,66,1006.8,,,,8,2.4
168,여수,2022-01-11 7:00,1.8,,10,290,59,1007.3,,,,6,0.9
168,여수,2022-01-11 8:00,0.7,,6.5,320,60,1008.3,0,0,,4,0.4
168,여수,2022-01-11 9:00,0.2,0,8.9,290,57,1008.8,0.5,0.13,,6,2.6
168,여수,2022-01-11 10:00,-0.3,,11.2,320,50,1009.9,0.9,0.61,,7,5
168,여수,2022-01-11 11:00,-0.4,,11.3,320,39,1009.9,0.9,1.61,,0,8.6
168,여수,2022-01-11 12:00,0.5,,5.6,320,35,1009.8,1,2.26,,0,13.8
168,여수,2022-01-11 13:00,0.5,,13,320,34,1009,1,2.49,,0,11.7
168,여수,2022-01-11 14:00,0.8,,8.1,320,40,1009,1,2.33,,0,11.9
168,여수,2022-01-11 15:00,0.7,,9.8,290,38,1008.9,1,2.03,,0,8.5
168,여수,2022-01-11 16:00,0.7,,11.3,320,34,1009.4,1,1.29,,0,3.8
168,여수,2022-01-11 17:00,-0.3,,9.2,320,38,1011,1,0.49,,0,1.1
168,여수,2022-01-11 18:00,-1.4,,7.7,290,45,1012.1,0,0,,0,-0.6
168,여수,2022-01-11 19:00,-1.9,,5.1,320,48,1012.9,,,,1,-1.4
168,여수,2022-01-11 20:00,-2.4,,7.1,290,51,1013.7,,,,0,-1.9
168,여수,2022-01-11 21:00,-2.7,,3.7,360,50,1014.3,,,,1,-2.3
168,여수,2022-01-11 22:00,-3.1,,5.1,320,51,1014.5,,,,0,-2.3
168,여수,2022-01-11 23:00,-3.3,,7.1,290,53,1014.6,,,,0,-2.6
168,여수,2022-01-12 0:00,-3.7,,6.9,320,55,1014.3,,,,0,-2.8
168,여수,2022-01-12 1:00,-3.9,,8,320,57,1013.7,,,,0,-3
168,여수,2022-01-12 2:00,-4.1,,11.7,320,57,1013.5,,,,3,-3.3
168,여수,2022-01-12 3:00,-4.4,,6.6,320,57,1014.2,,,,0,-3.3
168,여수,2022-01-12 4:00,-4.7,,7,320,54,1014.3,,,,0,-3.6
168,여수,2022-01-12 5:00,-4.6,,8.3,290,53,1014.1,,,,0,-3.6
168,여수,2022-01-12 6:00,-4.4,,10.8,320,56,1013.7,,,,0,-3.6
168,여수,2022-01-12 7:00,-4.4,,9.3,290,55,1014.2,,,,0,-3.7
168,여수,2022-01-12 8:00,-4.4,,10.4,320,56,1014,0,0,,0,-3.6
168,여수,2022-01-12 9:00,-3.3,,9.2,320,55,1014.1,0.5,0.18,,0,-0.9
168,여수,2022-01-12 10:00,-2.2,,11.1,320,49,1013.7,1,1.03,,0,3.2
168,여수,2022-01-12 11:00,-1.1,,8.1,320,44,1013.8,1,1.79,,0,8.1
168,여수,2022-01-12 12:00,0.2,,8.6,290,35,1012.9,1,2.29,,0,12.1
168,여수,2022-01-12 13:00,1.2,,10.5,320,29,1011.6,1,2.61,,0,12.8
168,여수,2022-01-12 14:00,2.6,,7.1,290,33,1011.2,1,2.52,,0,13.8
168,여수,2022-01-12 15:00,2.4,,7.4,320,34,1010.9,1,2.09,,0,9.7
168,여수,2022-01-12 16:00,2.9,,7.8,320,34,1011.3,1,1.37,,0,5.4
168,여수,2022-01-12 17:00,1.8,,7.9,320,37,1011.7,1,0.49,,2,2.2
168,여수,2022-01-12 18:00,0.3,,10,290,44,1011.8,0.5,0.01,,0,0
168,여수,2022-01-12 19:00,-0.5,,9.1,290,49,1012.6,,,,1,-0.8
168,여수,2022-01-12 20:00,-0.9,,5.3,320,52,1012.8,,,,2,-1.3
168,여수,2022-01-12 21:00,-1.2,,6,320,51,1012.9,,,,3,-1.6
168,여수,2022-01-12 22:00,-1.6,,5.7,320,50,1012.7,,,,7,-1.9
168,여수,2022-01-12 23:00,-1.9,,7.2,290,47,1012.6,,,,7,-2.3
168,여수,2022-01-13 0:00,-1.9,,5.5,320,42,1012.9,,,,8,-1.6
168,여수,2022-01-13 1:00,-1.6,,5.6,290,36,1012,,,,10,-1.2
168,여수,2022-01-13 2:00,-1.6,,3.4,320,41,1011.4,,,,9,-1.3
168,여수,2022-01-13 3:00,-2,,4.4,270,40,1011.5,,,,4,-2.3
168,여수,2022-01-13 4:00,-1.8,,4.8,270,48,1011,,,,7,-1.6
168,여수,2022-01-13 5:00,-1.7,,4.3,290,46,1010.7,,,,8,-1.5
168,여수,2022-01-13 6:00,-1.5,0,3.9,290,50,1010.3,,,,10,-0.7
168,여수,2022-01-13 7:00,-1.9,,3.6,290,58,1010.1,,,,6,-1.5
168,여수,2022-01-13 8:00,-2.1,,4.6,290,53,1010.3,0,0,,8,-1.6
168,여수,2022-01-13 9:00,-1.4,0,4.9,290,57,1010.5,0.5,0.09,,6,0.4
168,여수,2022-01-13 10:00,0.6,,6.9,270,61,1010.9,1,0.92,,5,7.7
168,여수,2022-01-13 11:00,-0.6,,9.3,320,51,1011.7,1,1.69,,0,9.7
168,여수,2022-01-13 12:00,-0.4,,7.9,320,46,1012.1,1,2.26,,0,12.4
168,여수,2022-01-13 13:00,0.5,,9.3,320,42,1011.5,1,2.41,,4,13.4
168,여수,2022-01-13 14:00,1.2,,11,320,35,1010.6,1,2.5,,4,11.5
168,여수,2022-01-13 15:00,0.9,,7.7,320,39,1010.8,1,2.08,,4,8.6
168,여수,2022-01-13 16:00,0.3,,12.3,290,42,1011.3,1,1.16,,5,2.8
168,여수,2022-01-13 17:00,-0.4,,9.8,320,44,1011.7,0.8,0.28,,3,0.5
168,여수,2022-01-13 18:00,-1.1,,9.4,320,50,1012.5,0,0,,3,-0.9
168,여수,2022-01-13 19:00,-1.6,,6.1,290,54,1013.1,,,,0,-1.4
168,여수,2022-01-13 20:00,-1.7,,6.5,290,53,1013.7,,,,5,-1.5
168,여수,2022-01-13 21:00,-1.9,,8.3,320,53,1013.8,,,,3,-2.1
168,여수,2022-01-13 22:00,-2,,6.4,290,54,1014.4,,,,0,-2.4
168,여수,2022-01-13 23:00,-2.2,,5.2,320,55,1014.7,,,,0,-2.1
168,여수,2022-01-14 0:00,-2.4,,5,290,54,1015.4,,,,2,-2.3
